LAN IP Address,Plant Area,Network Type,Device,Comment,Fix license,Full IP
10.12.22.8,EAF Dust Washing,Motor Control Equipment,EAF-MB205,Altivar71 VSD - EAF-MB205,,010.012.022.008
10.12.22.9,EAF Dust Washing,Motor Control Equipment,EAF-MB206,Altivar71 VSD - EAF-MB206,,010.012.022.009
10.12.22.10,EAF Dust Washing,Motor Control Equipment,EAF-MB207,Altivar71 VSD - EAF-MB207,,010.012.022.010
10.12.22.11,EAF Dust Washing,Motor Control Equipment,EAF-MB208A,Altivar71 VSD - EAF-MB208A,,010.012.022.011
10.12.22.12,EAF Dust Washing,Motor Control Equipment,EAF-MB208B,Altivar71 VSD - EAF-MB208B,,010.012.022.012
10.12.22.13,EAF Dust Washing,Motor Control Equipment,EAF-MB210,Altivar71 VSD - EAF-MB210,,010.012.022.013
10.12.22.14,EAF Dust Washing,Motor Control Equipment,,,,010.012.022.014
10.12.22.15,EAF Dust Washing,Motor Control Equipment,,,,010.012.022.015
10.12.22.16,EAF Dust Washing,Motor Control Equipment,,,,010.012.022.016
10.12.22.17,EAF Dust Washing,Motor Control Equipment,,,,010.012.022.017
10.12.22.18,EAF Dust Washing,Motor Control Equipment,,,,010.012.022.018
10.12.22.19,EAF Dust Washing,Motor Control Equipment,,,,010.012.022.019
10.12.22.20,EAF Dust Washing,Motor Control Equipment,,,,010.012.022.020
10.12.128.21,Blast Furnace,iFIX Nodes & Ethernet Switches,PPPCBF1,Primary SCADA,200250067,010.012.128.021
10.12.128.22,Blast Furnace,iFIX Nodes & Ethernet Switches,PPPCBF2,Secondary SCADA,200250068,010.012.128.022
10.12.128.23,Blast Furnace,iFIX Nodes & Ethernet Switches,PPPCBF3,Maintenance Workstation,200250098,010.012.128.023
10.12.128.24,Blast Furnace,iFIX Nodes & Ethernet Switches,PPPCBF4,Operator Workstation #1,200250097,010.012.128.024
10.12.128.25,Blast Furnace,iFIX Nodes & Ethernet Switches,PPPCBF5,Operator Workstation #2,200250100,010.012.128.025
10.12.128.26,Blast Furnace,iFIX Nodes & Ethernet Switches,PPPCBF6,,,010.012.128.026
10.12.128.40,Blast Furnace,iFIX Nodes & Ethernet Switches,BFSW1A/B,Blast Furnace Ethernet Switch,,010.012.128.040
10.12.128.41,Acid Plant,iFIX Nodes & Ethernet Switches,PPPCAP1,Primary SCADA,200236158,010.012.128.041
10.12.128.42,Acid Plant,iFIX Nodes & Ethernet Switches,PPPCAP2,Secondary SCADA,"200,236,159",010.012.128.042
10.12.128.43,Acid Plant,iFIX Nodes & Ethernet Switches,PPPCAP3,Maintenance Workstation,100228780,010.012.128.043
10.12.128.60,Acid Plant,iFIX Nodes & Ethernet Switches,APSW1,Acid Plant Ethernet Switch,,010.012.128.060
10.12.128.161,Sinter Plant,iFIX Nodes & Ethernet Switches,PPPCSP1,Primary SCADA (Process Control LAN),200250075,010.012.128.161
10.12.128.162,Sinter Plant,iFIX Nodes & Ethernet Switches,PPPCSP2,Secondary SCADA (Process Control LAN),200250076,010.012.128.162
10.12.128.178,Sinter Plant,iFIX Nodes & Ethernet Switches,CSBSW1A/B,CSB Ethernet Switch,,010.012.128.178
10.12.128.180,Sinter Plant,iFIX Nodes & Ethernet Switches,SPSW1A/B,Sinter South Ethernet Switch,,010.012.128.180
10.12.128.254,Other ProcN Devices,iFIX Nodes & Ethernet Switches,PPPCRT1,Process Control To Business Network Router,,010.012.128.254
10.12.129.21,Blast Furnace,PLCs & Control Equipment,BFPLC1,Blast Furnace Process PLC (Primary Rack),,010.012.129.021
10.12.129.22,Blast Furnace,PLCs & Control Equipment,BFPLC2,Blast Furnace Process PLC (Secondary Rack),,010.012.129.022
10.12.129.41,Acid Plant,PLCs & Control Equipment,APPLC1,Acid Plant Process PLC (Primary Rack),,010.012.129.041
10.12.129.42,Acid Plant,PLCs & Control Equipment,APPLC2,Secondary Acid PLC (Secondary Rack),,010.012.129.042
10.12.129.161,Sinter Plant,PLCs & Control Equipment,SPPLC1,Sinter Process PLC (Primary Rack),,010.012.129.161
10.12.129.162,Sinter Plant,PLCs & Control Equipment,SPPLC2,Sinter Process PLC (Secondary Rack),,010.012.129.162
10.13.1.182,Refinery,RIO Network,PMRCRP1,,,010.013.001.182
10.13.1.183,Refinery,RIO Network,PMRCRA1,,,010.013.001.183
10.13.1.221,EAF Dust Washing,RIO Network,EAFCRP1,Ethernet RIO Head,,010.013.001.221
10.13.1.222,EAF Dust Washing,RIO Network,EAFCRA1,Ethernet RIO Slave,,010.013.001.222
